supplier_id,supplier_name,country,contact_email,phone,rating
409,Global Trading,USA,sales409@example.com,(647)744-2981x67793,3.93
410,Dynamic Electronics,South Korea,sales410@example.com,001-936-327-9441x871,3.97
411,Future Distribution,France,sales411@example.com,+1-984-664-3629x0854,4.68
412,Dynamic Retail,Canada,sales412@example.com,(674)261-0732,4.66
413,NextGen Logistics,South Korea,sales413@example.com,818.617.7682,4.42
414,Future Technologies,Canada,sales414@example.com,523.412.9685x1203,4.18
415,Dynamic Solutions,Canada,sales415@example.com,001-368-906-2533x97530,3.63
416,Dynamic Electronics,UK,sales416@example.com,(774)344-0794,4.17
417,Future Solutions,Germany,sales417@example.com,(602)792-0204x59523,3.84
418,Future Electronics,USA,sales418@example.com,(843)961-8091x28681,4.77
419,Elite Distribution,India,sales419@example.com,001-706-884-9399x88063,4.96
420,Vertex Retail,South Korea,sales420@example.com,(460)383-6592x5607,4.6
421,Elite Distribution,South Korea,sales421@example.com,8089049792,4.24
422,Advanced Trading,Japan,sales422@example.com,792.583.8518,3.54
423,Dynamic Supply,Italy,sales423@example.com,3926910146,3.84
424,Advanced Distribution,South Korea,sales424@example.com,+1-385-601-2621x82451,3.98
425,National Retail,Japan,sales425@example.com,289.943.8317x0433,3.57
426,United Supply,China,sales426@example.com,545-813-6193,4.33
427,Global Manufacturing,France,sales427@example.com,+1-648-859-5785x38634,4.66
428,Dynamic Electronics,China,sales428@example.com,+1-952-360-3651x3522,3.51
429,Vertex Solutions,Germany,sales429@example.com,940.411.1758x2403,4.17
430,NextGen Electronics,France,sales430@example.com,544.557.7734x8842,4.54
431,Dynamic Distribution,UK,sales431@example.com,+1-682-812-0384x69514,4.51
432,Future Manufacturing,Italy,sales432@example.com,(224)565-6555,4.82
433,Global Supply,Japan,sales433@example.com,382.730.3769,4.75
434,Dynamic Logistics,Japan,sales434@example.com,(921)930-8283,3.76
435,Elite Supply,UK,sales435@example.com,628-451-5712x7105,3.93
436,NextGen Manufacturing,South Korea,sales436@example.com,(741)551-7660,3.64
437,Dynamic Industries,India,sales437@example.com,263-854-8710x81067,3.8
438,Advanced Distribution,Italy,sales438@example.com,788.985.3515,4.43
439,United Distribution,Italy,sales439@example.com,(910)453-5777x3466,4.13
440,United Electronics,UK,sales440@example.com,(519)643-4147x667,3.97
441,National Retail,India,sales441@example.com,001-643-759-4469,4.79
442,National Solutions,Japan,sales442@example.com,8896445665,4.38
443,Vertex Trading,Germany,sales443@example.com,839.721.2569,3.82
444,Dynamic Manufacturing,Japan,sales444@example.com,001-629-624-5381x205,4.4
445,NextGen Solutions,USA,sales445@example.com,+1-563-701-4915x2096,3.72
446,Future Retail,Germany,sales446@example.com,330.879.5683,3.72
447,Prime Retail,UK,sales447@example.com,882-483-3562,4.65
448,Dynamic Trading,China,sales448@example.com,982-417-2863x54615,3.98
449,Elite Supply,India,sales449@example.com,(860)999-6212,3.94
450,Advanced Distribution,France,sales450@example.com,504-479-0183x60476,3.76
451,Dynamic Manufacturing,USA,sales451@example.com,(858)299-0921,4.23
452,Advanced Distribution,Japan,sales452@example.com,733-954-9735,4.42
453,National Industries,South Korea,sales453@example.com,+1-777-735-3286x929,3.95
454,Future Industries,China,sales454@example.com,+1-218-949-4020x1472,4.67
455,United Electronics,France,sales455@example.com,001-240-991-8907,4.15
456,NextGen Solutions,Canada,sales456@example.com,(902)562-1023x29366,4.2
457,NextGen Supply,Canada,sales457@example.com,5172068326,4.07
458,Dynamic Distribution,China,sales458@example.com,+1-378-427-5322x925,4.68
459,United Logistics,Italy,sales459@example.com,001-380-571-3616x447,3.78
460,Advanced Technologies,Canada,sales460@example.com,6306028327,4.1
461,Global Manufacturing,France,sales461@example.com,001-375-382-9761x345,4.73
462,National Industries,India,sales462@example.com,(352)702-0618x4576,3.99
463,National Trading,Japan,sales463@example.com,8437947499,4.34
464,Elite Industries,Italy,sales464@example.com,(661)804-9379,4.41
465,Vertex Manufacturing,France,sales465@example.com,726-901-7504x0335,3.85
466,Prime Technologies,France,sales466@example.com,+1-589-620-0710x34574,4.86
467,Advanced Solutions,USA,sales467@example.com,888.625.4195x7624,4.68
468,Advanced Electronics,USA,sales468@example.com,(248)730-0666x44923,3.5
469,NextGen Trading,India,sales469@example.com,397.754.9642,3.89
470,National Electronics,India,sales470@example.com,001-230-416-5011,3.78
471,Advanced Logistics,China,sales471@example.com,+1-674-927-2387x4074,4.69
472,United Technologies,USA,sales472@example.com,(452)619-7483x977,3.85
473,Global Retail,Italy,sales473@example.com,(565)898-2757x7750,3.56
474,Elite Distribution,France,sales474@example.com,(401)573-1487,3.61
475,Elite Electronics,Italy,sales475@example.com,213.551.2396,5.0
476,Dynamic Supply,Japan,sales476@example.com,(708)941-6377x29582,4.46
477,United Manufacturing,Italy,sales477@example.com,(596)644-5407x982,3.97
478,Prime Technologies,Canada,sales478@example.com,+1-687-924-6412x23973,3.55
479,Advanced Industries,Germany,sales479@example.com,421-381-1235,4.04
480,NextGen Solutions,South Korea,sales480@example.com,(716)298-9524x303,4.07
481,Advanced Retail,Germany,sales481@example.com,4908186378,3.86
482,National Solutions,Germany,sales482@example.com,+1-286-866-3548,3.84
483,Dynamic Supply,Italy,sales483@example.com,001-404-760-0437x46987,4.79
484,Prime Solutions,USA,sales484@example.com,869-595-6739x99472,4.0
485,Prime Manufacturing,Italy,sales485@example.com,476.386.1077x01615,4.66
486,Global Retail,Japan,sales486@example.com,001-455-229-5475x008,4.42
487,Global Solutions,India,sales487@example.com,622-867-4562x56155,4.84
488,Advanced Distribution,Canada,sales488@example.com,(564)234-7923x2196,4.87
489,Global Supply,France,sales489@example.com,293.753.4643x373,3.95
490,Elite Logistics,Germany,sales490@example.com,+1-320-889-9892x656,4.47
491,National Technologies,USA,sales491@example.com,(581)472-8536x4697,3.63
492,Global Logistics,France,sales492@example.com,705.286.0538x30007,4.98
493,Elite Logistics,France,sales493@example.com,+1-260-498-6426,4.84
494,Future Distribution,Japan,sales494@example.com,001-814-426-8973x622,4.49
495,Vertex Logistics,South Korea,sales495@example.com,001-991-778-4028x9581,4.69
496,Dynamic Electronics,South Korea,sales496@example.com,(971)351-4365x3612,4.45
497,Elite Electronics,India,sales497@example.com,785-921-7007,4.69
498,Prime Industries,France,sales498@example.com,+1-929-590-6351x9157,4.86
499,Advanced Trading,USA,sales499@example.com,+1-261-696-3585,3.69
500,Prime Technologies,South Korea,sales500@example.com,788.406.7225,3.94
501,National Distribution,France,sales501@example.com,780-704-3023,4.35
502,Prime Manufacturing,South Korea,sales502@example.com,+1-488-824-5607x8894,4.59
503,Vertex Trading,South Korea,sales503@example.com,360.641.3893,3.6
504,Elite Retail,France,sales504@example.com,218-683-1476x1467,4.97
505,National Logistics,Japan,sales505@example.com,490.245.4356x93405,4.77
506,Elite Retail,Canada,sales506@example.com,778.235.0373,4.61
507,Global Supply,Japan,sales507@example.com,(706)525-0662,4.5
508,Vertex Trading,Germany,sales508@example.com,+1-570-367-9111x453,5.0
509,NextGen Technologies,Italy,sales509@example.com,+1-759-648-1566x548,3.94
510,Advanced Technologies,China,sales510@example.com,(637)705-3039x54704,3.57
511,NextGen Manufacturing,China,sales511@example.com,278-463-8547x838,4.03
512,Advanced Supply,Germany,sales512@example.com,(839)748-9194x742,3.69
513,Future Supply,USA,sales513@example.com,(622)716-9057x3832,3.73
514,Advanced Industries,India,sales514@example.com,(218)317-4126x4271,4.68
515,Elite Retail,Germany,sales515@example.com,887-485-7437x40932,4.46
516,Vertex Electronics,USA,sales516@example.com,+1-855-570-9822x74002,3.85
517,NextGen Manufacturing,Canada,sales517@example.com,607.583.3636x3766,4.24
518,Vertex Distribution,Japan,sales518@example.com,880.770.5323x152,3.95
519,National Manufacturing,UK,sales519@example.com,305-312-9347x4890,4.19
520,NextGen Solutions,Japan,sales520@example.com,(994)727-6799x178,4.55
521,NextGen Industries,France,sales521@example.com,+1-981-239-8164,4.67
522,Future Trading,France,sales522@example.com,(665)612-9351,3.51
523,Vertex Technologies,India,sales523@example.com,556.607.3572x919,4.06
524,United Manufacturing,France,sales524@example.com,(447)794-7472x896,4.97
525,Advanced Trading,USA,sales525@example.com,(661)789-3941,3.53
526,Advanced Electronics,Germany,sales526@example.com,(958)964-7378,4.88
527,Dynamic Technologies,India,sales527@example.com,(889)642-4304x1383,3.97
528,NextGen Electronics,Japan,sales528@example.com,2139696740,4.37
529,Global Retail,Germany,sales529@example.com,(823)361-3068,3.72
530,Future Retail,USA,sales530@example.com,408.412.6976x671,3.7
531,Prime Manufacturing,Germany,sales531@example.com,559-374-8575x420,4.26
532,Dynamic Industries,Germany,sales532@example.com,(450)910-4717,4.24
533,Global Manufacturing,Germany,sales533@example.com,662-345-3412x080,4.92
534,NextGen Manufacturing,China,sales534@example.com,970-430-0571x877,4.99
535,Vertex Industries,UK,sales535@example.com,+1-490-223-2915,4.61
536,United Retail,China,sales536@example.com,001-480-578-5664x3667,3.92
537,United Technologies,China,sales537@example.com,894-310-6390x1454,4.39
538,United Trading,Germany,sales538@example.com,7683358790,3.58
539,Elite Trading,South Korea,sales539@example.com,(425)386-8385,3.88
540,Future Manufacturing,Japan,sales540@example.com,(210)429-9674x16670,4.19
541,Vertex Supply,India,sales541@example.com,+1-312-597-1929x51723,4.38
542,Future Logistics,USA,sales542@example.com,974.864.4373x3113,4.38
543,Prime Industries,USA,sales543@example.com,893-446-3957x80197,4.55
544,Dynamic Supply,France,sales544@example.com,+1-961-332-5051,3.72
545,Vertex Retail,Germany,sales545@example.com,887-483-3960,4.62
546,United Manufacturing,India,sales546@example.com,001-595-879-5704x65055,4.44
547,United Technologies,Italy,sales547@example.com,+1-819-638-1308,4.59
548,Prime Technologies,Canada,sales548@example.com,+1-218-340-8259,4.11
549,Dynamic Trading,Germany,sales549@example.com,+1-382-907-2322x01288,4.78
550,Global Trading,China,sales550@example.com,447-425-3135x6589,4.94
551,Elite Manufacturing,South Korea,sales551@example.com,001-295-452-8839x00137,3.87
552,NextGen Electronics,South Korea,sales552@example.com,001-536-661-4349x938,3.58
553,Advanced Manufacturing,Germany,sales553@example.com,(991)220-8423,3.61
554,National Retail,France,sales554@example.com,2056433896,4.32
555,Advanced Logistics,South Korea,sales555@example.com,001-291-918-7426x5759,3.63
556,Vertex Retail,India,sales556@example.com,671-766-3350,3.78
557,Advanced Logistics,France,sales557@example.com,271.314.3153,4.17
558,National Distribution,France,sales558@example.com,(844)502-6198,3.82
559,Advanced Manufacturing,India,sales559@example.com,(717)953-6263,4.32
560,Advanced Electronics,Italy,sales560@example.com,273-256-4636,3.51
561,Prime Electronics,Japan,sales561@example.com,+1-899-812-4668x05400,4.98
562,United Solutions,Italy,sales562@example.com,713-542-5307x42285,3.61
563,United Technologies,Germany,sales563@example.com,9633521668,3.98
564,Advanced Electronics,USA,sales564@example.com,+1-267-708-6417x018,4.19
565,Prime Distribution,Japan,sales565@example.com,644.657.9920x83776,4.86
566,Future Retail,India,sales566@example.com,001-215-303-1693,3.75
567,United Retail,USA,sales567@example.com,692-593-0845,4.1
568,National Technologies,Italy,sales568@example.com,376.884.2589x28166,4.63
569,Advanced Technologies,Japan,sales569@example.com,4343206226,4.99
570,Dynamic Supply,UK,sales570@example.com,826-788-1789x4624,3.99
571,Elite Technologies,South Korea,sales571@example.com,+1-497-936-0035,4.59
572,United Manufacturing,China,sales572@example.com,5114699634,4.47
573,Future Logistics,Germany,sales573@example.com,(520)533-0030x3394,3.62
574,NextGen Industries,Canada,sales574@example.com,001-597-623-5752x40900,3.53
575,United Technologies,India,sales575@example.com,001-497-272-3992x686,4.91
576,National Technologies,India,sales576@example.com,001-903-821-7966,4.58
577,Future Industries,Japan,sales577@example.com,5425256127,4.14
578,Advanced Trading,South Korea,sales578@example.com,229-406-1498x223,4.89
579,Prime Trading,Japan,sales579@example.com,231.974.5546x48333,4.3
580,NextGen Supply,India,sales580@example.com,324.271.2376,4.2
581,NextGen Retail,South Korea,sales581@example.com,(673)873-8900x332,3.53
582,Advanced Supply,France,sales582@example.com,(434)214-8144x464,3.69
583,Global Trading,South Korea,sales583@example.com,+1-592-579-5247,4.44
584,NextGen Trading,Canada,sales584@example.com,001-906-903-1965x7658,4.65
585,Vertex Manufacturing,India,sales585@example.com,686.630.7496,3.87
586,National Solutions,Japan,sales586@example.com,(291)468-6775x57717,4.1
587,Prime Trading,UK,sales587@example.com,(450)965-8517x40633,3.94
588,United Solutions,China,sales588@example.com,905-974-1545,4.4
589,National Manufacturing,India,sales589@example.com,+1-792-604-9955,3.63
590,Dynamic Trading,Italy,sales590@example.com,429-834-0515x783,4.11
591,Future Manufacturing,Japan,sales591@example.com,001-797-439-0244x830,4.11
592,NextGen Electronics,Japan,sales592@example.com,+1-398-278-4235x77408,4.75
593,Future Logistics,Canada,sales593@example.com,8405781454,3.87
594,Future Industries,France,sales594@example.com,683-491-7663x49098,4.35
595,NextGen Industries,Italy,sales595@example.com,(541)211-0154,3.69
596,Elite Distribution,Germany,sales596@example.com,001-500-893-6986x5015,4.12
597,Vertex Retail,Germany,sales597@example.com,5176296445,3.86
598,Global Solutions,Germany,sales598@example.com,409.932.1851,3.68
599,Advanced Industries,South Korea,sales599@example.com,+1-387-913-2450x7437,4.07
600,National Electronics,France,sales600@example.com,+1-499-553-3983x4322,4.95
601,Elite Logistics,Japan,sales601@example.com,+1-671-565-7817x04844,4.14
602,Advanced Industries,USA,sales602@example.com,683.646.5211x86536,3.99
603,Elite Retail,UK,sales603@example.com,+1-728-830-2119x8867,4.65
604,Dynamic Distribution,Canada,sales604@example.com,+1-309-913-5949x782,4.18
605,Global Technologies,China,sales605@example.com,(484)337-1730x045,3.9
606,Prime Manufacturing,China,sales606@example.com,+1-658-912-9748,3.57
607,United Technologies,Canada,sales607@example.com,001-636-850-5233x36338,3.73
608,Advanced Solutions,France,sales608@example.com,415-526-4798,4.05
609,Prime Solutions,China,sales609@example.com,(583)200-5123x65729,4.05
610,Elite Distribution,India,sales610@example.com,001-923-285-9394,3.76
611,Future Electronics,UK,sales611@example.com,765-417-5541x8661,4.74
612,Global Solutions,South Korea,sales612@example.com,801.449.9507x91353,4.52
613,NextGen Logistics,Germany,sales613@example.com,385-621-6297x5325,4.31
614,Prime Electronics,India,sales614@example.com,001-395-705-0033,4.28
615,Future Manufacturing,Germany,sales615@example.com,+1-659-263-0850x07533,3.85
616,NextGen Electronics,UK,sales616@example.com,001-582-467-8815,3.51
617,Vertex Trading,France,sales617@example.com,251-659-7518x44917,4.62
618,Prime Technologies,UK,sales618@example.com,+1-437-325-8342x5730,3.85
619,Vertex Retail,USA,sales619@example.com,+1-901-595-7636x27306,4.37
620,NextGen Solutions,Germany,sales620@example.com,964.423.7037x11274,4.55
621,Elite Supply,Italy,sales621@example.com,529-623-2184,4.12
622,Global Industries,Germany,sales622@example.com,001-614-824-5034x5831,4.34
623,Elite Manufacturing,France,sales623@example.com,243-869-3606x973,3.97
624,Dynamic Technologies,France,sales624@example.com,568-979-0435x52394,4.81
625,Future Electronics,Japan,sales625@example.com,615-850-7245x4752,4.12
626,United Manufacturing,Germany,sales626@example.com,+1-710-966-8238,3.81
627,Elite Retail,UK,sales627@example.com,(558)966-4962x89940,4.44
628,Dynamic Manufacturing,Canada,sales628@example.com,489.496.6599,3.82
629,Advanced Trading,Germany,sales629@example.com,831-228-5871x4197,4.52
630,Vertex Electronics,Japan,sales630@example.com,696-772-9413,4.74
631,Prime Supply,UK,sales631@example.com,(729)212-7798,3.93
632,Dynamic Electronics,Canada,sales632@example.com,+1-768-231-7704x9501,4.94
633,NextGen Retail,Germany,sales633@example.com,+1-986-960-3541x7140,4.84
634,Vertex Electronics,Germany,sales634@example.com,771-841-9769,4.35
635,Prime Solutions,India,sales635@example.com,(953)239-7540x467,4.7
636,United Distribution,UK,sales636@example.com,+1-700-452-0227,4.19
637,Dynamic Supply,India,sales637@example.com,391.662.5592,4.84
638,Global Logistics,Germany,sales638@example.com,+1-999-814-2642x759,3.52
639,United Solutions,Japan,sales639@example.com,452.671.7353x58342,4.79
640,NextGen Technologies,Germany,sales640@example.com,001-817-931-6359x02366,3.78
641,National Supply,Canada,sales641@example.com,(226)882-3563,4.13
642,Prime Manufacturing,Canada,sales642@example.com,(226)580-0829x621,3.79
643,Vertex Solutions,Canada,sales643@example.com,817-482-1484x058,4.06
644,Future Technologies,Canada,sales644@example.com,(520)886-5908,4.76
645,Dynamic Logistics,Germany,sales645@example.com,858-779-3225,4.82
646,United Supply,Canada,sales646@example.com,750-544-5141x8208,4.65
647,National Manufacturing,Japan,sales647@example.com,+1-231-324-6517x038,4.64
648,Advanced Retail,South Korea,sales648@example.com,916-461-0185,4.69
649,Advanced Technologies,UK,sales649@example.com,347.239.5504x7554,3.79
650,Advanced Industries,Canada,sales650@example.com,+1-285-726-9518x5063,4.33
651,Vertex Electronics,Italy,sales651@example.com,760-725-9133x755,4.64
652,Prime Electronics,Japan,sales652@example.com,870-516-6539,4.66
653,Advanced Electronics,France,sales653@example.com,953-203-6834x13957,3.62
654,Advanced Electronics,Canada,sales654@example.com,326-432-2466,4.74
655,National Solutions,Canada,sales655@example.com,964-960-0746x2659,4.54
656,Global Trading,France,sales656@example.com,422-613-8856,4.62
657,Global Distribution,Canada,sales657@example.com,640-382-5074x0127,3.85
658,Advanced Solutions,South Korea,sales658@example.com,967-642-1333x55012,3.81
659,Global Manufacturing,South Korea,sales659@example.com,357-963-7559x1899,3.98
660,Future Technologies,Japan,sales660@example.com,001-228-332-7605,3.84
661,Vertex Trading,Germany,sales661@example.com,(410)924-5355,4.55
662,United Manufacturing,Italy,sales662@example.com,567-989-5550x0339,4.46
663,National Supply,India,sales663@example.com,+1-573-519-7673x7024,4.41
664,National Electronics,Canada,sales664@example.com,(873)904-0729x493,3.5
665,Future Electronics,USA,sales665@example.com,912-431-7479x24669,3.85
666,NextGen Industries,Germany,sales666@example.com,(584)994-3931x68364,4.63
667,Vertex Industries,Canada,sales667@example.com,269-819-3992,4.97
668,Advanced Technologies,Italy,sales668@example.com,(899)327-0663x430,3.65
669,United Technologies,China,sales669@example.com,281.327.8301x90163,4.78
670,Dynamic Electronics,Japan,sales670@example.com,(900)554-0408x425,4.05
671,United Supply,South Korea,sales671@example.com,(895)289-7146,4.82
672,Advanced Technologies,UK,sales672@example.com,507.995.7851,4.62
673,Future Electronics,Canada,sales673@example.com,299-894-0418x993,4.01
674,Global Logistics,UK,sales674@example.com,001-800-584-0506x061,4.15
675,United Logistics,China,sales675@example.com,848-953-6234,4.8
676,Advanced Logistics,China,sales676@example.com,335-372-9659x50174,3.84
677,Prime Distribution,China,sales677@example.com,4345763517,3.65
678,National Technologies,China,sales678@example.com,627.547.5156,4.36
679,Advanced Electronics,Italy,sales679@example.com,(918)242-6287x19265,3.88
680,Elite Solutions,Germany,sales680@example.com,001-525-569-3470x6377,3.7
681,Global Trading,India,sales681@example.com,+1-785-807-5291x92079,4.9
682,National Technologies,Italy,sales682@example.com,001-727-861-0971,3.96
683,Prime Electronics,Italy,sales683@example.com,(502)322-1874,4.66
684,NextGen Manufacturing,France,sales684@example.com,875.693.3581x575,4.06
685,Global Technologies,Germany,sales685@example.com,(896)754-0135,3.78
686,Global Industries,India,sales686@example.com,441.360.1505x69197,4.94
687,Vertex Industries,Canada,sales687@example.com,001-906-267-3434x382,4.98
688,United Logistics,Japan,sales688@example.com,912.965.4603x85845,5.0
689,Future Trading,Italy,sales689@example.com,278-963-7459x592,3.62
690,Future Industries,France,sales690@example.com,425-568-0770x5257,4.05
691,Prime Industries,Canada,sales691@example.com,461.863.9409x443,4.46
692,Advanced Logistics,Canada,sales692@example.com,918.614.2318,4.38
693,United Industries,Canada,sales693@example.com,(260)436-2456,3.93
694,Global Technologies,Japan,sales694@example.com,5499706243,4.76
695,National Supply,UK,sales695@example.com,001-968-488-8898,3.95
696,Advanced Trading,France,sales696@example.com,344-307-6692x09391,4.82
697,National Technologies,Italy,sales697@example.com,450-615-9476,4.45
698,Advanced Logistics,UK,sales698@example.com,807.424.4410x28817,4.35
699,NextGen Manufacturing,India,sales699@example.com,(351)814-9939,4.83
700,NextGen Trading,UK,sales700@example.com,+1-794-803-3942x5015,4.37
701,Advanced Distribution,USA,sales701@example.com,+1-991-921-9950x591,3.66
702,Vertex Solutions,France,sales702@example.com,(406)737-7768x69971,4.91
703,Elite Technologies,USA,sales703@example.com,505.869.4798x4597,4.3
704,Dynamic Technologies,Italy,sales704@example.com,001-216-513-1735x90824,4.29
705,Prime Logistics,Canada,sales705@example.com,634-531-7338x68426,4.56
706,Advanced Technologies,South Korea,sales706@example.com,+1-529-845-1699x60117,4.12
707,Advanced Logistics,Germany,sales707@example.com,+1-274-438-2260x036,3.91
708,Vertex Electronics,France,sales708@example.com,+1-563-582-6621,3.54
709,Elite Logistics,South Korea,sales709@example.com,(688)967-7548x9949,4.1
710,Future Retail,Canada,sales710@example.com,001-808-325-0304x314,4.94
711,United Technologies,Italy,sales711@example.com,263-886-1905,4.09
712,National Industries,South Korea,sales712@example.com,(324)279-2601,3.87
713,United Supply,China,sales713@example.com,3124699907,3.78
714,Global Electronics,Italy,sales714@example.com,321.253.6756,4.97
715,NextGen Logistics,South Korea,sales715@example.com,001-323-856-0675x73209,3.62
716,Dynamic Manufacturing,China,sales716@example.com,001-294-459-8074x427,4.74
717,United Industries,India,sales717@example.com,+1-927-800-3544,4.08
718,United Solutions,South Korea,sales718@example.com,254.296.8485x41571,3.74
719,Global Trading,Canada,sales719@example.com,+1-310-805-2985x57383,4.43
720,Dynamic Retail,Germany,sales720@example.com,001-495-982-4597x749,4.77
721,Vertex Supply,Italy,sales721@example.com,6097571595,4.38
722,NextGen Industries,France,sales722@example.com,(914)340-9945x1702,3.67
723,Global Supply,Canada,sales723@example.com,9259244050,4.81
724,NextGen Distribution,India,sales724@example.com,(510)415-5406x827,4.52
725,Dynamic Manufacturing,China,sales725@example.com,247.365.4890,3.77
726,United Manufacturing,Canada,sales726@example.com,+1-685-744-4467x0392,4.2
727,Future Solutions,Germany,sales727@example.com,876-261-0490x986,3.85
728,United Electronics,Canada,sales728@example.com,001-841-636-2384x8477,4.56
729,Advanced Solutions,France,sales729@example.com,001-931-374-8411x36228,3.9
730,Dynamic Technologies,Germany,sales730@example.com,4433736372,4.97
731,Global Technologies,Germany,sales731@example.com,764-567-3354,4.55
732,National Solutions,Germany,sales732@example.com,(516)667-6867,4.28
733,Advanced Technologies,India,sales733@example.com,(809)971-5066x4539,3.82
734,Vertex Solutions,Canada,sales734@example.com,(976)961-2526,4.49
735,Future Solutions,Canada,sales735@example.com,871.675.6791x3803,4.9
736,United Logistics,Japan,sales736@example.com,+1-467-405-3703x405,4.38
737,Vertex Solutions,USA,sales737@example.com,+1-870-905-8686,3.89
738,Vertex Distribution,France,sales738@example.com,001-676-274-8172,4.56
739,National Industries,UK,sales739@example.com,001-610-269-0083x952,4.04
740,National Supply,China,sales740@example.com,(516)956-4612x910,4.21
741,Advanced Manufacturing,Canada,sales741@example.com,(678)545-7358x9448,3.66
742,Prime Trading,China,sales742@example.com,791.283.4454,4.79
743,Vertex Distribution,Germany,sales743@example.com,892.780.1981x2491,4.91
744,Future Solutions,Italy,sales744@example.com,+1-702-780-2123x22451,3.52
745,Elite Retail,Germany,sales745@example.com,9214349824,4.36
746,Prime Supply,USA,sales746@example.com,803.838.6573,4.73
747,Prime Supply,South Korea,sales747@example.com,951-233-4204,3.97
748,United Logistics,Italy,sales748@example.com,265.598.6727,4.71
749,Future Retail,USA,sales749@example.com,001-930-482-2197x68113,3.77
750,Dynamic Distribution,Japan,sales750@example.com,209.475.2835x2894,4.83
751,Dynamic Retail,UK,sales751@example.com,898.607.1401,4.54
752,National Electronics,Italy,sales752@example.com,837-738-0892,4.64
753,United Retail,India,sales753@example.com,937.259.8790,4.37
754,Advanced Supply,South Korea,sales754@example.com,(701)538-8282x24471,4.35
755,Global Trading,Italy,sales755@example.com,(658)686-2340,4.22
756,Advanced Industries,Germany,sales756@example.com,360.384.4691,4.65
757,Prime Logistics,India,sales757@example.com,346.682.9510,4.11
758,Prime Electronics,Italy,sales758@example.com,(496)471-7026x271,4.02
759,Dynamic Electronics,UK,sales759@example.com,9116308915,4.43
760,National Solutions,Germany,sales760@example.com,+1-387-298-8252,4.57
761,United Distribution,Italy,sales761@example.com,+1-550-415-7824x6043,4.59
762,National Distribution,India,sales762@example.com,(377)274-6420x9129,3.77
763,Future Trading,Germany,sales763@example.com,406-614-9414x79988,4.26
764,Future Electronics,China,sales764@example.com,001-253-327-4071x937,3.99
765,Dynamic Solutions,Italy,sales765@example.com,371.230.3748,3.65
766,Prime Retail,India,sales766@example.com,001-981-993-6244,3.67
767,Future Trading,Japan,sales767@example.com,+1-604-562-2250x25114,4.81
768,United Technologies,Germany,sales768@example.com,425.457.0258x48377,3.66
769,Global Solutions,Italy,sales769@example.com,(773)499-2381,4.1
770,Elite Retail,Germany,sales770@example.com,(927)288-2411x154,4.11
771,Advanced Trading,Germany,sales771@example.com,001-283-639-2626x359,4.11
772,Dynamic Electronics,China,sales772@example.com,+1-916-322-8577,3.73
773,Advanced Distribution,South Korea,sales773@example.com,(286)542-2816x710,4.05
774,NextGen Distribution,USA,sales774@example.com,(229)580-5769x73826,4.04
775,United Technologies,Italy,sales775@example.com,411-824-9695x103,4.97
776,Vertex Manufacturing,France,sales776@example.com,214-414-3775,3.67
777,Dynamic Industries,USA,sales777@example.com,943-746-6207x19674,3.86
778,Dynamic Trading,Canada,sales778@example.com,+1-652-666-2783,4.92
779,National Supply,UK,sales779@example.com,(827)684-4781,4.9
780,Dynamic Technologies,Japan,sales780@example.com,(995)781-2676,4.53
781,Dynamic Industries,South Korea,sales781@example.com,(264)854-5153,3.84
782,Dynamic Technologies,UK,sales782@example.com,(448)262-1736,4.81
783,Global Industries,Italy,sales783@example.com,300-830-4183x9956,3.73
784,Advanced Industries,Canada,sales784@example.com,+1-460-218-9096x319,4.18
785,Dynamic Technologies,UK,sales785@example.com,001-794-558-3254x0032,4.04
786,Vertex Technologies,Canada,sales786@example.com,258-339-7029x074,3.78
787,Elite Technologies,USA,sales787@example.com,373-690-3611x557,4.41
788,Global Logistics,UK,sales788@example.com,(573)362-0359x29049,4.28
789,Advanced Electronics,France,sales789@example.com,(511)889-3019x910,3.98
790,Vertex Manufacturing,Canada,sales790@example.com,001-548-348-5290,3.82
791,National Retail,Germany,sales791@example.com,4072625823,4.19
792,Advanced Technologies,Italy,sales792@example.com,(228)539-0448x84380,4.27
793,Advanced Manufacturing,Japan,sales793@example.com,9144674468,4.49
794,Elite Solutions,Japan,sales794@example.com,(924)739-3007x739,4.28
795,Future Retail,Japan,sales795@example.com,+1-346-273-4329x4627,4.68
796,United Logistics,India,sales796@example.com,(903)751-1825,4.41
797,Prime Solutions,Canada,sales797@example.com,401.481.1827x05303,4.52
798,Future Electronics,Germany,sales798@example.com,974-587-6113x8616,3.57
799,National Distribution,Japan,sales799@example.com,294-845-5958x89784,4.85
800,Future Technologies,USA,sales800@example.com,(608)939-4022x076,4.28
801,Prime Supply,India,sales801@example.com,548-825-5163x27764,4.84
802,Prime Solutions,Canada,sales802@example.com,001-805-560-3040x1259,4.02
803,Elite Industries,Italy,sales803@example.com,(808)792-5114x826,4.18
804,Vertex Technologies,India,sales804@example.com,+1-739-695-4063x67975,3.64
805,Dynamic Technologies,China,sales805@example.com,789-571-0394,3.89
806,Advanced Supply,China,sales806@example.com,(324)639-7552,4.23
807,Dynamic Retail,India,sales807@example.com,(764)879-9344x7704,4.65
808,NextGen Trading,Canada,sales808@example.com,845-689-0612,4.09
809,Prime Trading,USA,sales809@example.com,001-333-804-2438x459,4.62
810,United Solutions,South Korea,sales810@example.com,583-359-3494x6207,4.29
