product_id,product_name,brand,category,subcategory,description,price,cost,color,weight_kg,rating,supplier_id
2559,Levi's Clothing 5042,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,2305.72,1125.68,Gray,13.01,4.3,958
2560,Lenovo Laptop 453,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,33.57,644.25,Blue,16.8,3.8,342
2561,Manning Programming 1366,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,667.73,525.35,White,10.05,4.5,319
2562,Manning Programming 4186,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,851.5,1248.01,White,15.85,4.3,618
2563,IKEA Furniture 710,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,611.07,338.47,Black,14.6,4.6,27
2564,Asus Laptop 9993,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,1060.62,1617.03,White,4.87,4.5,1303
2565,Nike Fitness 3624,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2243.26,487.98,Silver,1.98,5.0,789
2566,Manning Programming 3443,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1812.38,154.74,White,0.5,5.0,16
2567,Adidas Fitness 6179,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1346.88,1727.27,Blue,12.37,4.0,952
2568,Bose Headphones 5846,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1079.55,78.54,Gray,3.59,4.1,1446
2569,Ashley Furniture 8338,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,565.96,805.97,Silver,11.58,4.9,617
2570,IKEA Furniture 8330,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,214.01,652.07,Blue,3.36,3.7,674
2571,Zara Clothing 9221,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,48.41,869.8,Gray,2.24,4.1,1108
2572,JBL Headphones 4471,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,1986.45,1699.53,White,6.51,5.0,1842
2573,Packt Programming 6003,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1665.59,1765.72,White,2.76,4.1,1303
2574,Under Armour Fitness 7509,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2097.54,483.55,Red,14.54,4.8,1636
2575,Packt Programming 7261,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2061.18,877.94,Black,18.82,3.7,441
2576,Zara Clothing 9829,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,2291.77,1070.29,Black,4.9,3.5,228
2577,IKEA Furniture 314,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1986.15,166.61,Blue,16.25,3.8,1358
2578,Zara Clothing 1585,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1122.76,392.4,Blue,10.52,3.7,844
2579,O'Reilly Programming 736,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2014.9,1112.36,Black,0.83,4.4,1072
2580,Samsung Phone 2346,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,2265.43,1780.57,Silver,5.36,3.9,20
2581,Samsung Phone 6632,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,1132.84,961.89,Black,6.47,3.6,1655
2582,Adidas Fitness 1375,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1264.93,946.38,Red,12.92,4.9,1511
2583,Nike Fitness 3497,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2052.27,450.22,Silver,1.23,4.2,1234
2584,JBL Headphones 8051,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,235.21,1150.68,Silver,5.64,4.8,1746
2585,Under Armour Fitness 9130,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,401.7,1210.2,Gray,18.47,4.9,573
2586,Manning Programming 2152,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,633.78,1609.06,Red,2.71,3.9,1822
2587,Adidas Fitness 6012,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,847.1,1225.6,Blue,5.03,3.5,1621
2588,OnePlus Phone 7492,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,376.12,1525.11,Silver,15.51,4.4,840
2589,Levi's Clothing 4922,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,850.34,1480.66,White,18.29,4.5,625
2590,Ashley Furniture 2359,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,548.62,460.72,Red,19.98,4.7,1746
2591,Lenovo Laptop 5698,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,915.09,615.44,Gray,7.98,4.9,1109
2592,Nike Fitness 8346,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2213.72,712.26,Silver,12.18,3.8,293
2593,KitchenAid Kitchen 5440,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1087.65,1126.01,Blue,17.05,3.8,161
2594,Nike Fitness 9774,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,201.51,1031.88,Silver,15.88,4.9,40
2595,Levi's Clothing 5193,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,814.0,944.5,Blue,8.52,4.5,528
2596,OnePlus Phone 5467,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,1212.67,1170.63,Red,5.47,4.8,1623
2597,Lenovo Laptop 8185,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,1408.7,1332.65,Red,17.93,4.7,246
2598,Nike Fitness 924,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1400.94,830.82,White,2.18,3.8,157
2599,Manning Programming 6301,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1913.27,303.23,Gray,17.57,3.8,1302
2600,Under Armour Fitness 8499,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1311.89,231.7,Blue,9.21,3.5,376
2601,Adidas Fitness 1965,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2106.58,836.08,White,19.78,4.0,1587
2602,Puma Shoes 2896,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1527.84,800.54,Blue,13.72,4.7,1098
2603,Philips Kitchen 6865,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1892.44,1057.45,Red,10.45,4.8,686
2604,Puma Shoes 6614,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1278.25,442.93,Gray,6.68,4.2,849
2605,O'Reilly Programming 5129,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1504.43,891.18,Silver,4.4,4.6,1612
2606,JBL Headphones 7412,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,943.74,753.2,Red,15.2,4.0,1411
2607,O'Reilly Programming 3202,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,736.79,986.93,Silver,7.13,4.7,745
2608,Under Armour Fitness 2128,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2372.05,722.12,Red,11.19,4.8,85
2609,Adidas Shoes 6547,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1210.12,526.16,Blue,2.82,4.5,14
2610,HP Laptop 7945,HP,Electronics,Laptop,HP Laptop designed for high performance and everyday use. Premium quality with modern features.,1215.19,1726.45,Silver,9.33,4.0,724
2611,Zara Clothing 4350,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,702.46,302.38,Gray,0.24,4.7,726
2612,Bosch Kitchen 1685,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,1806.68,1064.86,Silver,0.5,3.9,1340
2613,Apple Laptop 313,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,1742.94,1090.84,Red,7.92,4.6,1151
2614,Packt Programming 8180,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2353.52,1287.34,Red,3.91,3.6,661
2615,Asus Laptop 2621,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,699.23,1545.62,Black,13.07,4.8,535
2616,Levi's Clothing 7457,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,243.22,952.89,Silver,10.96,4.8,836
2617,Puma Shoes 7093,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,2334.13,453.87,Gray,10.13,4.8,1891
2618,Nike Shoes 384,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,935.16,687.5,Black,2.05,4.8,1747
2619,Packt Programming 8601,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1720.31,1724.59,Gray,2.28,4.8,1858
2620,KitchenAid Kitchen 6150,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,761.63,827.14,Red,13.34,3.5,778
2621,Dell Monitor 1715,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,1434.14,510.06,Red,11.71,4.2,1301
2622,Puma Shoes 2791,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1408.26,502.64,Silver,1.23,4.4,1086
2623,Adidas Fitness 424,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1794.61,770.44,Blue,15.01,3.7,1440
2624,Dell Monitor 1587,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,1280.62,1333.38,Gray,17.47,4.5,1492
2625,Manning Programming 364,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,29.95,1102.15,Black,3.98,3.9,897
2626,KitchenAid Kitchen 5062,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2407.11,290.43,Gray,19.04,4.4,865
2627,O'Reilly Programming 4672,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,870.91,212.75,Blue,10.3,4.6,1383
2628,Puma Shoes 7245,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1461.65,992.25,Black,13.74,4.0,1807
2629,Adidas Fitness 7415,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2140.86,434.72,Gray,9.81,4.2,1700
2630,Zara Clothing 8353,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1396.41,1011.82,Gray,3.02,4.4,310
2631,Sennheiser Headphones 2813,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,1779.8,616.81,Blue,13.51,4.4,1390
2632,Dell Monitor 863,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,1225.25,1333.78,Blue,15.41,4.2,590
2633,Nike Shoes 6956,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,80.82,647.28,Red,0.31,3.9,1679
2634,Philips Kitchen 1544,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1822.31,1695.68,Gray,0.86,3.8,209
2635,Ashley Furniture 9514,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,622.85,1666.33,Black,4.63,5.0,1410
2636,Nike Fitness 162,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2388.18,1611.04,Blue,2.65,3.6,1352
2637,Steelcase Furniture 9994,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,261.23,466.55,Red,7.94,4.6,853
2638,Steelcase Furniture 3967,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1595.64,694.89,Red,16.08,4.7,1524
2639,Adidas Fitness 937,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1439.82,905.59,Black,13.69,3.5,483
2640,Adidas Shoes 8667,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,939.7,1680.73,Blue,5.92,4.1,1729
2641,O'Reilly Programming 3437,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1673.85,1432.17,Red,6.43,3.6,1927
2642,Nike Shoes 2539,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,439.67,1045.44,Black,4.96,4.9,427
2643,O'Reilly Programming 6833,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1426.31,911.97,White,19.64,4.7,1273
2644,Under Armour Fitness 1353,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1146.03,1395.0,Blue,10.38,4.3,358
2645,Manning Programming 6355,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,2234.05,1223.63,Black,6.12,4.5,1328
2646,Packt Programming 5642,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2041.15,453.47,Red,15.63,4.8,386
2647,Bosch Kitchen 3743,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,467.55,808.57,White,19.93,3.9,1690
2648,Sony Headphones 8209,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,594.23,1226.95,Silver,13.52,4.6,308
2649,Adidas Fitness 5685,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2138.45,975.6,Blue,4.33,3.7,1268
2650,Philips Kitchen 3677,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,2107.28,1167.36,Silver,15.23,4.7,906
2651,Nike Fitness 7202,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2151.34,644.5,Gray,2.69,4.0,1745
2652,Levi's Clothing 215,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1923.09,87.2,Black,18.54,4.7,56
2653,Puma Shoes 2890,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,76.54,94.25,Blue,12.33,4.0,1306
2654,Google Phone 1031,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,2015.01,197.76,Black,2.63,4.9,513
2655,Under Armour Fitness 6285,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1560.55,486.59,Red,19.56,4.1,228
2656,Manning Programming 4657,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1526.72,454.85,Black,12.1,4.2,1613
2657,Dell Laptop 7470,Dell,Electronics,Laptop,Dell Laptop designed for high performance and everyday use. Premium quality with modern features.,568.95,1596.2,Silver,14.03,4.3,1115
2658,Samsung Monitor 300,Samsung,Electronics,Monitor,Samsung Monitor designed for high performance and everyday use. Premium quality with modern features.,2053.99,910.83,Blue,7.49,3.7,116
2659,Apple Laptop 1317,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,2437.75,721.48,White,8.68,4.2,1526
2660,Philips Kitchen 9354,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1993.13,1721.58,Blue,0.54,4.3,1856
2661,Puma Shoes 8695,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,788.32,976.93,White,16.14,4.4,575
2662,Under Armour Fitness 8904,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,177.09,727.5,Red,19.16,4.9,957
2663,Puma Shoes 2233,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,100.42,211.06,Silver,12.53,4.5,591
2664,Nike Fitness 7813,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,432.18,671.31,White,3.26,3.7,476
2665,O'Reilly Programming 9338,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1730.44,1778.68,Red,7.2,4.0,1818
2666,Puma Shoes 3761,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,739.35,308.68,Blue,14.37,3.5,920
2667,Nike Fitness 9355,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2006.14,1224.32,Blue,12.26,4.0,1867
2668,BenQ Monitor 9971,BenQ,Electronics,Monitor,BenQ Monitor designed for high performance and everyday use. Premium quality with modern features.,138.35,1707.46,White,8.35,3.7,1964
2669,Steelcase Furniture 5287,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,467.1,887.35,White,9.87,4.6,1213
2670,Under Armour Fitness 1638,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1728.84,1502.31,Red,16.8,3.7,270
2671,OnePlus Phone 6752,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,1969.9,1245.86,Gray,17.37,4.3,1030
2672,Under Armour Fitness 8078,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1687.83,1674.11,Red,13.8,4.3,480
2673,Under Armour Fitness 8846,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1440.41,981.93,White,13.91,4.3,1461
2674,Samsung Monitor 8901,Samsung,Electronics,Monitor,Samsung Monitor designed for high performance and everyday use. Premium quality with modern features.,1027.83,170.76,Silver,9.47,3.8,626
2675,Adidas Fitness 9259,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1902.28,462.78,Red,1.79,4.0,543
2676,Adidas Fitness 8110,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1361.56,596.35,Silver,17.1,4.1,1863
2677,Nike Shoes 2969,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1129.52,1455.02,Silver,2.58,3.9,1415
2678,Under Armour Fitness 2897,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1384.75,1310.22,Silver,11.69,3.8,1913
2679,Packt Programming 6279,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1626.51,537.36,Red,14.98,3.8,310
2680,Levi's Clothing 8802,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1609.41,274.2,Blue,3.36,3.7,88
2681,Ashley Furniture 5658,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,506.98,409.92,Black,18.3,3.8,1464
2682,KitchenAid Kitchen 8826,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1282.04,1174.39,White,14.6,4.1,947
2683,OnePlus Phone 2442,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,944.52,1676.58,Silver,16.53,4.1,333
2684,O'Reilly Programming 2952,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1873.2,1743.62,Gray,3.64,3.8,1555
2685,IKEA Furniture 1488,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,167.68,51.44,Red,19.51,3.5,524
2686,Manning Programming 2802,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1902.9,1525.27,Gray,10.78,4.2,17
2687,Sennheiser Headphones 9108,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,2394.74,444.08,White,16.8,4.2,112
2688,Puma Shoes 2544,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1424.22,1269.67,Blue,16.54,4.7,985
2689,Nike Fitness 454,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,695.59,1451.71,Black,13.31,3.8,1365
2690,Steelcase Furniture 1042,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1483.96,903.34,Silver,16.9,4.4,1143
2691,Zara Clothing 6623,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,905.73,1081.65,Black,8.27,3.9,1254
2692,Adidas Fitness 172,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1272.28,354.42,Black,6.7,4.3,1949
2693,Adidas Fitness 9337,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,104.93,338.57,Silver,7.27,3.7,1542
2694,Under Armour Fitness 7332,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,929.75,597.32,Gray,16.67,4.3,1308
2695,Sennheiser Headphones 3632,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,2342.79,554.08,Gray,15.54,4.1,1002
2696,Nike Fitness 5305,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1347.34,842.41,White,14.92,3.7,1885
2697,Bosch Kitchen 7627,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,520.81,1068.99,White,18.47,4.9,1229
2698,Puma Shoes 4867,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1105.55,1596.74,White,4.64,4.0,296
2699,O'Reilly Programming 9015,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1253.32,1397.9,White,18.98,4.6,1289
2700,Asus Laptop 970,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,471.52,1591.49,Red,12.87,3.6,869
2701,Packt Programming 7468,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2345.21,415.48,Blue,4.72,4.1,274
2702,Packt Programming 3805,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,262.15,92.27,Black,5.52,4.5,207
2703,Manning Programming 7200,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,348.84,322.81,Silver,19.16,4.1,984
2704,Dell Monitor 8387,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,1692.93,1544.87,Blue,9.69,4.3,660
2705,Adidas Shoes 220,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1216.92,1219.32,White,18.13,3.7,541
2706,O'Reilly Programming 5722,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,637.5,853.87,White,3.97,4.7,1594
2707,Dell Monitor 2433,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,473.12,888.48,White,17.2,4.6,1851
2708,Google Phone 478,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,1440.14,1014.98,Black,5.61,3.8,940
2709,Samsung Monitor 1283,Samsung,Electronics,Monitor,Samsung Monitor designed for high performance and everyday use. Premium quality with modern features.,283.82,581.55,Silver,6.24,4.8,386
2710,Puma Shoes 721,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,508.79,83.75,Gray,17.26,4.5,362
2711,KitchenAid Kitchen 2796,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,474.28,1777.73,Silver,11.31,3.9,640
2712,Adidas Fitness 4219,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1075.19,310.0,White,14.15,4.0,1457
2713,Dell Monitor 3430,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,2104.11,94.24,Black,6.82,4.0,720
2714,O'Reilly Programming 5600,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2201.76,1499.8,Silver,14.42,5.0,1772
2715,Ashley Furniture 6765,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1131.52,94.82,Silver,17.49,4.9,1981
2716,Manning Programming 6977,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,836.96,908.57,Gray,19.94,4.8,1914
2717,Nike Fitness 4181,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1363.4,1698.32,Black,18.94,4.1,1234
2718,Puma Shoes 9778,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1686.89,656.04,Blue,7.23,4.0,1479
2719,Apple Phone 1932,Apple,Electronics,Phone,Apple Phone designed for high performance and everyday use. Premium quality with modern features.,1995.06,1370.36,Blue,8.49,3.7,332
2720,Bosch Kitchen 1222,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,309.96,1630.12,Black,1.82,4.8,1895
2721,Adidas Shoes 6268,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1866.44,707.46,Gray,10.56,4.5,1635
2722,H&M Clothing 7966,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2476.56,677.69,White,14.62,3.5,1223
2723,Google Phone 8123,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,620.68,659.73,Red,16.98,3.6,1953
2724,Adidas Fitness 7372,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2035.32,609.56,Red,3.54,4.2,1650
2725,Philips Kitchen 7527,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1380.26,482.9,Silver,14.08,4.4,169
2726,Under Armour Fitness 2022,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,209.29,1364.69,Blue,16.21,4.1,697
2727,IKEA Furniture 189,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1335.77,279.65,White,13.04,4.2,1586
2728,Steelcase Furniture 369,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1038.23,860.16,Gray,4.63,3.8,1305
